0,3,335,8.2985494650427949
0,6,426,8.2985494650427949
0,9,278,8.2985494650427949
0,12,315,8.2985494650427949
0,14,450,8.2985494650427949
0,20,461,8.2985494650427949
0,21,101,8.2985494650427949
0,22,343,8.2985494650427949
0,24,237,8.2985494650427949
0,25,220,8.2985494650427949
0,28,393,8.2985494650427949
0,32,109,8.2985494650427949
0,36,470,8.2985494650427949
0,39,249,8.2985494650427949
0,41,148,8.2985494650427949
0,49,460,8.2985494650427949
0,52,394,8.2985494650427949
0,54,491,8.2985494650427949
0,56,196,8.2985494650427949
0,57,110,8.2985494650427949
0,60,98,8.2985494650427949
0,61,214,8.2985494650427949
0,63,176,8.2985494650427949
0,66,105,8.2985494650427949
0,67,494,8.2985494650427949
0,68,434,8.2985494650427949
1,2,175,8.2985494650427949
1,4,237,8.2985494650427949
1,7,330,8.2985494650427949
1,8,390,8.2985494650427949
1,10,111,8.2985494650427949
1,11,263,8.2985494650427949
1,13,202,8.2985494650427949
1,15,376,8.2985494650427949
1,16,410,8.2985494650427949
1,17,130,8.2985494650427949
1,18,383,8.2985494650427949
1,23,296,8.2985494650427949
1,31,174,8.2985494650427949
1,34,433,8.2985494650427949
1,35,369,8.2985494650427949
1,36,466,8.2985494650427949
1,37,206,8.2985494650427949
1,43,250,8.2985494650427949
1,44,338,8.2985494650427949
1,45,427,8.2985494650427949
1,46,287,8.2985494650427949
1,48,444,8.2985494650427949
1,53,232,8.2985494650427949
1,55,349,8.2985494650427949
1,62,59,8.2985494650427949
1,64,269,8.2985494650427949
1,65,304,8.2985494650427949
2,1,175,8.2985494650427949
2,4,163,8.2985494650427949
2,5,447,8.2985494650427949
2,7,197,8.2985494650427949
2,8,222,8.2985494650427949
2,10,108,8.2985494650427949
2,11,100,8.2985494650427949
2,13,236,8.2985494650427949
2,15,382,8.2985494650427949
2,16,487,8.2985494650427949
2,17,67,8.2985494650427949
2,18,456,8.2985494650427949
2,23,219,8.2985494650427949
2,27,432,8.2985494650427949
2,28,450,8.2985494650427949
2,31,289,8.2985494650427949
2,33,379,8.2985494650427949
2,34,335,8.2985494650427949
2,36,491,8.2985494650427949
2,37,132,8.2985494650427949
2,38,336,8.2985494650427949
